inchikey,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,year_min,year_max,n_documents,n_assays
UTFLCXHCPNBVTF-OOHWJJMZSA-N,C[C@@H](C(=O)Nc1ccnc(-c2ccc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CC#N)c(=O)n2C,CHEMBL5916989,7.85,7.85,7.85,,1,2019,2019,1,1
UTHLYYCFCKJWHC-LBPRGKRZSA-N,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4cc(F)cc(F)c4)no3)c(=O)c12,CHEMBL4851706,7.32,7.32,7.32,0.0,2,2021,2021,2,2
UTJXOPBNZMFOCR-UHFFFAOYSA-N,O=C(Cn1cnc2c(C(F)(F)F)cccc2c1=O)NCCc1ccc(Cl)cc1,CHEMBL3786619,6.54,6.54,6.54,,1,2016,2016,1,1
UTKNJQPGTMVBMG-UOIKSKOESA-N,O=c1c2cccnc2cnn1Cc1nc([C@H]2[C@@H]3CN(c4cc(Cl)ccn4)C[C@@H]32)no1,CHEMBL5092342,7.3149999999999995,7.29,7.34,0.03535533905932756,2,2020,2020,1,2
UTUGFRIYXHKDHB-UHFFFAOYSA-N,CCN(CC(=O)NCC1CCN(c2ccc(C(F)(F)F)cc2)C1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3913396,6.2,6.2,6.2,,1,2016,2016,1,1
UTZJMYCMNMRQMT-UHFFFAOYSA-N,CC1(C)CCCC(O)(C(F)(F)F)C1Cc1ccc(Cl)cc1,CHEMBL5431800,6.47,6.47,6.47,,1,2023,2023,1,1
UUNIDFJRGJIJRR-KNQAVFIVSA-N,O=C(NCc1cc(F)cc(-c2ccc(C(F)(F)F)cn2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5850661,7.92,7.92,7.92,,1,2022,2022,1,1
UVBNFRHQCIVIHZ-UHFFFAOYSA-N,O=C(Nc1cc(NCCc2ccccc2)cc(C(F)(F)F)c1)c1cccs1,CHEMBL3311177,5.41,5.41,5.41,,1,2014,2014,1,1
UVOLYTDXHDXWJU-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2,CHEMBL422704,6.43,6.43,6.43,,1,2021,2021,1,1
UVSNLHFJAUUNSA-UHFFFAOYSA-N,COc1cc2ncnc(Oc3ccc(F)cc3F)c2cc1OC,CHEMBL3297779,5.92,5.92,5.92,,1,2014,2014,1,1
UWDLUBUGDCCBFZ-UHFFFAOYSA-N,CN1C(=O)c2c(ncn2CC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)N2CCN=C12,CHEMBL3924146,6.04,6.04,6.04,,1,2015,2015,1,1
UWMCTQWPZDKBJF-UHFFFAOYSA-N,CCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,CHEMBL1939836,6.51,6.51,6.51,,1,2012,2012,1,1
UXBMNEVNXIVWQJ-UKRRQHHQSA-N,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5cccc(F)c5)C4)c(=O)o3)c(=O)c21,CHEMBL6035319,7.12,7.12,7.12,,1,2021,2021,1,1
UXGWCMBTDPTQJV-UHFFFAOYSA-N,Cc1noc(C(C)C)c1C(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,CHEMBL2071511,5.75,5.7,5.8,0.0707106781186545,2,2012,2012,1,2
UYKCJYVCQPMHNT-HWWDLCQESA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(cnn7C)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5847873,6.85,6.85,6.85,,1,2020,2020,1,1
UZJUTLNJTZTLIT-DZGCQCFKSA-N,Cc1ncn2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5987185,7.755000000000001,7.69,7.82,0.09192388155425078,2,2020,2020,1,2
UZYVKXQRCHHNOU-UHFFFAOYSA-N,Cc1ccnc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c12,CHEMBL3787249,7.8,7.8,7.8,,1,2016,2016,1,1
VAMUXLNWFXEYKM-HDMKZQKVSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(C#N)c(F)c6)C[C@H]54)no3)c(=O)c21,CHEMBL5783225,7.994999999999999,7.71,8.28,0.40305086527633194,2,2020,2020,1,2
VAQHWBGAUVOQKD-UHFFFAOYSA-N,Cc1ccc(CCn2nc(Cn3cnc4ncn(C)c4c3=O)oc2=O)cc1,CHEMBL5878226,6.9,6.9,6.9,,1,2021,2021,1,1
VATHVJGDHKTADD-WCQYABFASA-N,Cn1cnc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c2c1=O,CHEMBL5782958,6.695,6.33,7.06,0.516187950266179,2,2020,2020,1,2
VAUMAOIZDODPOE-WCQYABFASA-N,Cn1nnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5956384,8.440000000000001,8.31,8.57,0.18384776310850157,2,2020,2020,1,2
VAUVHMUBXCTTST-UHFFFAOYSA-N,Cc1nc2c(c(=O)n(Cc3ccccn3)c(=O)n2C)n1CC(=O)Nc1cccc(-c2ccc(F)c(F)c2)n1,CHEMBL5932773,7.27,7.27,7.27,,1,2019,2019,1,1
VAYDAGLRIHWYGW-QMMMGPOBSA-N,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)s4)n3)c(=O)c2c1C(N)=O,CHEMBL5995435,7.7,7.7,7.7,,1,2023,2023,1,1
VBAQWZDXFYJLPZ-KDOFPFPSSA-N,O=C(NCc1ncc(F)c(-c2ccc(C(F)(F)F)nc2)c1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5795181,6.65,6.65,6.65,,1,2022,2022,1,1
VBARHQQFLPIUTB-UHFFFAOYSA-N,CC(CCO)CC(C)c1ccccc1,CHEMBL5595901,4.7,4.7,4.7,,1,2024,2024,1,1
VBECZLUYZDGVPW-UHFFFAOYSA-N,COc1nn(-c2ccc(C(F)(F)F)cc2)cc1CNC(=O)C1CCC1(C)S(=O)(=O)c1ccc(F)cc1,CHEMBL5888715,7.42,7.14,7.42,0.16165807537309568,3,2020,2020,1,1
VBGLYOIFKLUMQG-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,CHEMBL74415,6.54,6.4,6.68,0.19798989873223286,2,2021,2021,1,2
VBHUAEAMIBSWPP-BXHXUVEDSA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@](O)(c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL6048714,6.19,6.19,6.19,,1,2020,2020,1,1
VCXGBNHNTXKUCT-UHFFFAOYSA-N,O=C(NCC(Cc1ccc(Br)cc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,CHEMBL3983430,7.92,7.92,7.92,,1,2016,2016,1,1
VDBSUBROLBYPGD-HDMKZQKVSA-N,O=c1c2cccnc2ncn1Cc1nc([C@@H]2[C@H]3C=C(c4cc(Cl)ccn4)C[C@H]32)no1,CHEMBL5810932,6.97,6.88,7.06,0.12727922061357835,2,2020,2020,1,2
VDBSUBROLBYPGD-VKJFTORMSA-N,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3C=C(c4cc(Cl)ccn4)C[C@@H]32)no1,CHEMBL5853567,6.6,6.5,6.7,0.14142135623730995,2,2020,2020,1,2
VDCOJMKBACDIHW-UHFFFAOYSA-N,CC(C)(C)Nc1c(-c2cccc(Br)c2)nc2ccc(C(F)(F)F)cn12,CHEMBL3939108,6.58,6.58,6.58,,1,2016,2016,1,1
VDIXOYLZZZHDQJ-LBPRGKRZSA-N,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(F)ccc5o4)n3)c(=O)c2c1C(N)=O,CHEMBL5766384,7.75,7.75,7.75,,1,2023,2023,1,1
VEKRDFXHKYPUDM-JYAVWHMHSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5091060,7.335,7.07,7.6,0.37476659402886975,2,2020,2020,1,2
VEMZHLOZTPSJFN-UHFFFAOYSA-N,Cn1nnc2ncn(Cc3nnn(CCc4ccc(Cl)cc4)n3)c(=O)c21,CHEMBL5891037,5.95,5.95,5.95,,1,2023,2023,1,1
VFSLVUVIVLWMRP-QHCPKHFHSA-N,CC(C)n1cc(-c2ccc(C(F)(F)F)cn2)cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)c1=O,CHEMBL5923530,7.1,7.1,7.1,,1,2020,2020,1,1
VHFMFACYDKNZNT-UHFFFAOYSA-N,COCCCOc1cncc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,CHEMBL3314482,5.92,5.92,5.92,,1,2014,2014,1,1
VHMBOLLMTSJADJ-UHFFFAOYSA-N,Cn1c(=O)n(Cc2ccccn2)c(=O)c2c1ncn2CC(=O)Nc1cccc(-c2ccc(Cl)cc2)n1,CHEMBL5991106,7.48,7.48,7.48,,1,2019,2019,1,1
VHUHAUBXPXCHGU-UHFFFAOYSA-N,CC(C)COc1ccc(-c2csc(NC(=O)Cc3cccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,CHEMBL3981620,7.36,7.36,7.36,,1,2015,2015,1,1
VHXGUMGNAHRKJN-GTPINHCMSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5869309,8.15,8.15,8.15,,1,2019,2019,1,1
VIBZVCTVDABVAD-UHFFFAOYSA-N,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3csc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CHEMBL5759795,8.52,8.52,8.52,,1,2019,2019,1,1
VIGYQGXGPVTFTN-IPVJXJPOSA-N,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](F)(c5cccc(Cl)c5)C4)no3)c(=O)c12,CHEMBL5892766,7.82,7.82,7.82,,1,2020,2020,1,1
VIJLKGFAZJGZBA-JYAVWHMHSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(Cl)nc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5924185,6.33,6.33,6.33,,1,2020,2020,1,1
VIKBLYZHPHWKGJ-CVEARBPZSA-N,O=C(NCc1cn(-c2cnc(C(F)(F)F)nc2)nc1C(F)F)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5984284,6.79,6.79,6.79,,1,2020,2020,1,1
VILMMYYNTBYFJR-WOSRLPQWSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(Cl)cn6)C[C@H]54)no3)c(=O)c21,CHEMBL6004745,6.485,6.44,6.53,0.06363961030678918,2,2020,2020,1,2
VILMMYYNTBYFJR-WWGRRREGSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(Cl)cn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5918650,6.869999999999999,6.85,6.89,0.02828427124746224,2,2020,2020,1,2
VJCDMKPFUPJSKB-JOYOIKCWSA-N,O[C@]1(C(F)(F)F)CCCC[C@H]1Cc1ccc(Cl)cn1,CHEMBL5394183,6.09,6.09,6.09,,1,2023,2023,1,1
VJONDNDXWADLLZ-XVAYZXCPSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(-c7ccccc7)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5832413,6.47,6.47,6.47,,1,2020,2020,1,1
VJUMGXLZSHPUNN-NQZBTDCJSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2C#N)N1Sc1ccc(F)cc1,CHEMBL5402014,8.21,8.21,8.21,,1,2023,2023,1,1
VJXIKTQSMMQMOO-UHFFFAOYSA-N,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(C(F)(F)F)c(F)c3)cs2)n(C)c1=O,CHEMBL3937790,7.3,7.3,7.3,,1,2015,2015,1,1
VKEJLWJCORBCGU-FOLVSLTJSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5786572,7.19,7.19,7.19,,1,2020,2020,1,1
VKGALBIMDXIQFI-LBPRGKRZSA-N,CNC(=O)c1sc2ncn(Cc3nnn(C[C@H](O)c4ccc5c(c4)OCO5)n3)c(=O)c2c1C,CHEMBL5819923,7.12,7.12,7.12,,1,2023,2023,1,1
VKKOCICLFSXEBL-ATCWAGBWSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(Cl)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5833560,8.01,8.01,8.01,,1,2020,2020,1,1
VKWXCYKBWXMGFK-HKUYNNGSSA-N,COc1nn(-c2ccc(C(F)(F)F)nc2)cc1CNC(=O)[C@@H]1[C@@H](F)CCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6059844,7.58,7.58,7.58,,1,2022,2022,1,1
VLDNGTWOASGEFF-MNZLEMJZSA-N,O=c1c2ccncc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccccc4)C[C@@H]32)no1,CHEMBL5842749,6.98,6.96,7.0,0.02828427124746224,2,2020,2020,1,2
VMAXALUQDNFBND-WOSRLPQWSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccn6)C[C@H]54)no3)c(=O)c21,CHEMBL6037392,7.02,6.93,7.11,0.1272792206135793,2,2020,2020,1,2
VMAXALUQDNFBND-WWGRRREGSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL6043296,6.68,6.68,6.68,0.0,2,2020,2020,1,2
VMBJLCVTNLJTJY-SMDDNHRTSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccccc5F)C4)no3)c(=O)c21,CHEMBL5747637,7.065,6.9,7.23,0.23334523779156074,2,2020,2020,1,2
VMNVUJVEHZEIDG-UHFFFAOYSA-N,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL2071491,6.55,6.5,6.6,0.0707106781186545,2,2012,2012,1,2
VMPWGDIXDVYPGX-MQMHXKEQSA-N,O=c1c2c(Cl)ccnc2ncn1Cc1nn([C@H]2C[C@H](c3ccc(Cl)cc3)C2)c(=O)o1,CHEMBL5957350,8.23,8.23,8.23,,1,2021,2021,1,1
VNGNWQRJLQMWOH-NNGSBXSVSA-N,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL5763260,8.3,8.3,8.3,,1,2019,2019,1,1
VNJLGYMVCORAFF-ZLPCBKJTSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3ccc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5915279,7.66,7.66,7.66,,1,2019,2019,1,1
VNQKLEKERUCARK-UHFFFAOYSA-N,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3ccc(N4CCC(C(C)(C)F)CC4)cn3)n(C)c2=O)no1,CHEMBL5831457,7.14,7.14,7.14,,1,2019,2019,1,1
VOGVDBAXZDBCON-GXTWGEPZSA-N,Cc1nc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c2n1C,CHEMBL5872045,7.790000000000001,7.37,8.21,0.5939696961967001,2,2020,2020,1,2
VOMFXUVVWBXJSA-LBPRGKRZSA-N,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)F)cc4)c(=O)o3)c(=O)c21,CHEMBL6033089,7.09,7.09,7.09,,1,2021,2021,1,1
VPDMFKCWLDVZER-MWTRTKDXSA-N,C[C@@]1(C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)c(F)cn2)C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5759252,7.6,7.6,7.6,,1,2022,2022,1,1
VPEVJZHGWCCMBL-UHFFFAOYSA-N,CC(C)(C)Nc1c(-c2cccc(C#N)c2)nc2ccc(F)cn12,CHEMBL3977161,4.69,4.69,4.69,,1,2016,2016,1,1
VPKMJOYLVJNYJL-NQIIRXRSSA-N,O=C(NCc1cc(F)cc(-n2ccc(C(F)(F)F)cc2=O)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5829848,6.11,6.11,6.11,,1,2022,2022,1,1
VPRQKNRUPOPQIY-ZLPCBKJTSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL5787980,8.1,8.1,8.1,,1,2019,2019,1,1
VPUPKQJXPYSPGR-UHFFFAOYSA-N,CC(C)C(NC(=O)c1cc2ccccc2n1C)C(=O)c1ccc(C#N)cc1,CHEMBL2071512,5.6,5.4,5.8,0.28284271247461895,2,2012,2012,1,2
VPYNPZTUFWXLRA-BEFAXECRSA-N,O=C(NCc1ccnc(-c2cnc(C(F)(F)F)cn2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5881703,6.54,6.54,6.54,,1,2022,2022,1,1
VQFGKTDMHDUGMB-QHCPKHFHSA-N,CC(C)n1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cnccc3o2)cc(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL5751478,7.01,7.01,7.01,,1,2020,2020,1,1
VRGTYOISGMRJHU-WMLDXEAASA-N,Cc1nc(NC2CNC2)n2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5838262,7.04,7.04,7.04,,1,2020,2020,1,1
VRIIXYBJLRKPFF-UHFFFAOYSA-N,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)NCc3ccc(Cl)cc3)sc12,CHEMBL3220232,5.65,5.65,5.65,,1,2012,2012,1,1
VSBSCGNEPYTOEU-INIZCTEOSA-N,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc5ccccc5c4)c(=O)o3)c(=O)c21,CHEMBL5994081,8.15,8.15,8.15,,1,2021,2021,1,1
VSBSCGNEPYTOEU-MRXNPFEDSA-N,Cn1cnc2ncn(Cc3nn(C[C@@H](F)c4ccc5ccccc5c4)c(=O)o3)c(=O)c21,CHEMBL5809345,6.48,6.48,6.48,,1,2021,2021,1,1
VSCCSUZOKQGWHC-UHFFFAOYSA-N,C#Cc1cccc(-c2nc3ccc(C(F)(F)F)cn3c2NC(C)C)c1,CHEMBL3938303,7.09,7.09,7.09,,1,2016,2016,1,1
VSHDIFLHXQISHJ-IYVRIMFBSA-N,O=c1c2c(Cl)ccnc2ncn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,CHEMBL6048544,7.77,7.66,7.88,0.15556349186103996,2,2020,2020,1,2
VSNLJSZHSKJANJ-SWLSCSKDSA-N,Nc1nc2ncccc2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(F)cc3)C2)no1,CHEMBL5870857,8.135,7.73,8.54,0.5727564927611026,2,2020,2020,1,2
VSOGEYDZUOFVFT-WCQYABFASA-N,Cn1cnc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5781751,8.280000000000001,7.74,8.82,0.7636753236814707,2,2020,2020,1,2
VSTBRXGRZBGLGG-CVEARBPZSA-N,O=C(Cc1cn(-c2cnc(C(F)(F)F)nc2)nc1Cl)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5905667,7.39,7.39,7.39,0.0,2,2020,2020,1,1
VTGKGYFBEZNAEB-RBUKOAKNSA-N,Cc1cc(CN2[C@H](CO)CC[C@@H]2c2ccc(F)cc2)cc(C)c1F,CHEMBL3752638,5.17,5.17,5.17,,1,2016,2016,1,1
VTNRBCCGYCMWJN-QAPCUYQASA-N,O=C(NCc1cc(Cl)nc(-c2cnc(C(F)(F)F)nc2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6018102,7.85,7.85,7.85,,1,2022,2022,1,1
VTRQWSXLXNAIDP-CVEARBPZSA-N,O=C(Cc1cn(-c2cnc(C(F)(F)F)nc2)nc1C(F)F)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5772246,7.45,7.45,7.45,0.0,2,2020,2020,1,1
VTSOGNSWENHMHJ-ZDUSSCGKSA-N,CCCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL5909669,7.64,7.64,7.64,,1,2019,2019,1,1
VTWUTVSNVHXAAN-QFIPXVFZSA-N,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(F)cc2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL6010274,6.92,6.92,6.92,,1,2020,2020,1,1
VULWTIVIQWVISE-ZDUSSCGKSA-N,Cc1ccc([C@@H](O)Cc2noc(Cn3cnc4sc(C(N)=O)c(C)c4c3=O)n2)cc1,CHEMBL5901314,7.7,7.7,7.7,,1,2021,2021,1,1
VUNVEPXLRREAJZ-QFIPXVFZSA-N,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cn(-c2ccc(Cl)cc2)c1=O,CHEMBL5862146,7.07,7.07,7.07,,1,2020,2020,1,1
VURKFVAAAJRATF-QHCPKHFHSA-N,CC(C)n1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)cc(-c2ccc(C(F)(F)F)cn2)c1=O,CHEMBL6050040,7.09,7.09,7.09,,1,2020,2020,1,1
VUXIUBYPGSGYOG-NSHDSACASA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3ccc(Cl)c(Cl)c3)n2)n(C)c1=O,CHEMBL5826617,8.7,8.7,8.7,,1,2019,2019,1,1
VVCPLJSSXGMPAM-JTQLQIEISA-N,Cc1cc(-c2nc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(CC(F)(F)F)c(=O)n4C)cs2)cnc1C(F)(F)F,CHEMBL5743353,6.66,6.66,6.66,,1,2019,2019,1,1
VVHXXMHMQYUMOB-CSKARUKUSA-N,C/C(=C\C(C)c1ccccc1)CO,CHEMBL5594755,4.49,4.49,4.49,,1,2024,2024,1,1
VXOZSZSKUPUEEM-DEOSSOPVSA-N,CC(C)n1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)cc(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL5942986,8.05,8.05,8.05,,1,2020,2020,1,1
VXQNLHFXPSARMB-UHFFFAOYSA-N,Cc1nc(Cn2c(=O)c3c(ncn3CC(=O)Nc3cccc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CHEMBL6013316,7.6,7.6,7.6,,1,2019,2019,1,1
VXQZDEWJIDRLFT-FHERZECASA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5750088,7.7,7.7,7.7,,1,2019,2019,1,1
VYLZSBLGYLCVCW-UHFFFAOYSA-N,CC(C)(C(=O)NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C(F)(F)F,CHEMBL4212575,7.04,7.04,7.04,,1,2016,2016,1,1
VZODASFOEMYPIW-ZLPCBKJTSA-N,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3ccc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5824623,8.4,8.4,8.4,,1,2019,2019,1,1
VZQJQNIXPKBELC-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(F)c(C(F)(F)F)c(F)c4)cs3)cccc2n(C)c1=O,CHEMBL3947368,8.27,8.27,8.27,,1,2015,2015,1,1
WANOURMQWPDLQC-CZIWCDLHSA-N,Cc1cc(C#N)nc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,CHEMBL5821016,8.31,8.31,8.31,,1,2021,2021,1,1
WAPBFSGWBDTJBA-DEOSSOPVSA-N,CC(C)n1cc(-c2ccc(C(F)(F)F)cc2)cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)c1=O,CHEMBL5748772,7.31,7.31,7.31,,1,2020,2020,1,1
WAQZJHCNMYVEFU-SHTZXODSSA-N,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5cccc(Cl)c5)C4)no3)c(=O)c12,CHEMBL5826450,7.91,7.91,7.91,,1,2020,2020,1,1
WAYMWUNFXOUAAZ-NFOMZHRRSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5865537,8.7,8.7,8.7,,1,2019,2019,1,1
WAZNEQRWKNTWPH-KEKNWZKVSA-N,CC(C)N1C(=O)C(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cnccc3o2)=CC(c2ccc(C(F)(F)F)cc2)C1=O,CHEMBL5885149,7.03,7.03,7.03,,1,2020,2020,1,1
WBVIPJUKXQYVQJ-CHBKHGQFSA-N,CCC(=N\O)/C(C)=C/c1ccccc1F,CHEMBL3697703,5.34,5.34,5.34,,1,2015,2015,1,1
WDDRIHJTMRONAI-UHFFFAOYSA-N,CC(=O)CCn1c(=O)c2c(ncn2CC(=O)Nc2cccc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL5977983,6.54,6.54,6.54,,1,2019,2019,1,1
WDMXXUBLSSBLHB-XLIONFOSSA-N,COc1nn(-c2ccc(C(F)(F)F)cc2)cc1CNC(=O)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1cccc(F)c1,CHEMBL5870252,7.64,7.64,7.64,,1,2022,2022,1,1
WEALJYMFDYMJHE-SMDDNHRTSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccccc5Cl)C4)no3)c(=O)c21,CHEMBL5905634,6.635,6.47,6.8,0.23334523779156074,2,2020,2020,1,2
WEDVMUWMFDQGFT-UHFFFAOYSA-N,CCc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,CHEMBL3298924,7.3,7.3,7.3,,1,2014,2014,1,1
