inchikey,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,year_min,year_max,n_documents,n_assays
IMGWVWRMROWQGB-IGEOTXOUSA-N,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3cnc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL5875545,8.3,8.3,8.3,,1,2019,2019,1,1
IMIIJHHHGZTGLU-UHFFFAOYSA-N,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3cccc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CHEMBL5772133,8.3,8.3,8.3,,1,2019,2019,1,1
IMLKLPZAGJFMRK-NQIIRXRSSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ccc1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6031447,8.05,8.05,8.05,,1,2022,2022,1,1
IMTJDDGNRNOFAJ-PKOBYXMFSA-N,COC[C@@H]1CC[C@H](c2ccc(F)cc2)N1S(=O)(=O)c1cc(C)c(F)c(C)c1,CHEMBL3752891,6.57,6.57,6.57,,1,2016,2016,1,1
INBHLTYBRKASIZ-JXMROGBWSA-N,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1C(=O)O,CHEMBL4516367,4.385,4.37,4.4,0.021213203435596288,2,2019,2019,1,1
INCHZNJQYBISFT-UHFFFAOYSA-N,CC(=O)Cn1c(=O)c2c(ncn2CC(=O)Nc2cncc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL5818087,8.1,8.1,8.1,,1,2019,2019,1,1
INKFVRPSMUPBSU-GXSJLCMTSA-N,O[C@]1(C(F)(F)F)CCCC[C@H]1Cc1csc(Cl)c1,CHEMBL5428179,8.3,8.3,8.3,,1,2023,2023,1,1
INRPAICZXVSURJ-UKRRQHHQSA-N,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL5091195,8.02,8.02,8.02,,1,2021,2021,1,1
IOISVRUOQIOJLG-IPVJXJPOSA-N,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](O)(c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5754776,6.85,6.85,6.85,,1,2020,2020,1,1
IORSMGCJYPRZSZ-CSODHUTKSA-N,O=c1c2cccc(=O)n2ccn1Cc1nc([C@@H]2[C@H]3C=C(c4ccccc4)C[C@H]32)no1,CHEMBL5821169,8.055,7.92,8.19,0.19091883092036754,2,2020,2020,1,2
IPESIZNXIXXPJK-UHFFFAOYSA-N,CC(C)(C(=O)NCC(Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)c1ccccc1,CHEMBL3928226,7.37,7.37,7.37,,1,2016,2016,1,1
IPJMGIPUWRMURN-LBPRGKRZSA-N,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(Cl)ccc5o4)n3)c(=O)c2c1C(N)=O,CHEMBL5171677,7.92,7.92,7.92,0.0,2,2022,2023,2,2
IPTVTUDAXHBJAB-LBPRGKRZSA-N,NC(=O)c1csc2ncn(Cc3nnn(C[C@H](O)c4cc5ccc(F)cc5s4)n3)c(=O)c12,CHEMBL5197125,8.05,8.05,8.05,,1,2022,2022,1,1
IPVHYPMVJBBJGY-ZIAGYGMSSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CC[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,CHEMBL5756126,7.665,7.58,7.75,0.12020815280171303,2,2020,2020,1,2
IPVJLUUYKAZERW-IERDGZPVSA-N,O=C(NCc1cc(-c2ccc(OC(F)F)cc2)ncn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5930514,7.39,7.39,7.39,,1,2022,2022,1,1
IQOCOSWVNOLOJW-UHFFFAOYSA-N,CC(C)N(CC(=O)NCc1cc(N2CCC(C(F)(F)F)CC2)ncn1)S(=O)(=O)c1ccc(F)cc1,CHEMBL6054347,6.6,6.6,6.6,,1,2017,2017,1,1
IQZWGMBQRDGLEH-DZFIZOCASA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(C7CC7)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL6051214,6.95,6.95,6.95,,1,2020,2020,1,1
IRJZNJUTQUOZGW-UHFFFAOYSA-N,CC(=O)Cn1c(=O)c2c(ncn2CC(N)=O)n(C)c1=O,CHEMBL5816790,7.66,7.66,7.66,,1,2019,2019,1,1
IRVXOONVSOVGPT-RYRKJORJSA-N,CC(=O)Nc1nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c2n1C,CHEMBL5941093,7.46,7.17,7.75,0.4101219330881976,2,2020,2020,1,2
IRXCYACJROUWCS-GXTWGEPZSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(OC(F)F)cc5)C4)no3)c(=O)c21,CHEMBL5799445,6.890000000000001,6.82,6.96,0.09899494936611612,2,2020,2020,1,2
ISIATOZGACZZRA-UHFFFAOYSA-N,Fc1ccc(Oc2nccc3[nH]ccc23)cc1,CHEMBL3297778,6.51,6.51,6.51,,1,2014,2014,1,1
ISNWHBNGLQFCST-UHFFFAOYSA-N,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3ccc(C#N)c(C(F)(F)F)n3)n(C)c2=O)no1,CHEMBL5778514,6.51,6.51,6.51,,1,2019,2019,1,1
ISWKUHZARATATJ-UHFFFAOYSA-N,Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(F)c(C(F)(F)F)c3)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3936454,8.15,8.15,8.15,,1,2015,2015,1,1
ISXARGDWFYMWFH-LBPRGKRZSA-N,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4cc5cccc(F)c5o4)n3)c(=O)c2c1C(N)=O,CHEMBL6018787,7.31,7.31,7.31,,1,2023,2023,1,1
IUPRZQNBHFNEGC-SJORKVTESA-N,COc1nn(-c2cnc(C(F)(F)F)nc2)cc1CC(=O)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5860851,6.61,6.61,6.61,,1,2020,2020,1,1
IURHRSFVLQOGSW-GOEBONIOSA-N,Cc1nc(C)n2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5857937,7.35,7.35,7.35,,1,2020,2020,1,1
IVSPLJZYCFTOCC-SUMWQHHRSA-N,O=c1c2ccncc2ncn1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,CHEMBL5958151,7.91,7.71,8.11,0.28284271247461834,2,2020,2020,1,2
IVVHPAHILXWBMH-SUMWQHHRSA-N,O=c1c2c(cnn1Cc1nc([C@@H]3CO[C@@H](c4ccc(Cl)cc4)C3)no1)CNCC2,CHEMBL6043197,6.295,5.58,7.01,1.0111626970967629,2,2020,2020,1,2
IWBGPXPPPXQFFJ-NQZBTDCJSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2C#N)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4098855,8.0,8.0,8.0,,1,2018,2018,1,1
IWGBQLFSWSPCBF-SMDDNHRTSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)c(F)c5)C4)no3)c(=O)c21,CHEMBL5896686,8.399999999999999,8.1,8.7,0.4242640687119289,2,2020,2020,1,2
IWSOJDYXNTZUGK-NVXWUHKLSA-N,Cc1cc(S(=O)(=O)N2C[C@H](F)C[C@@H]2c2ccc(F)cc2)cc(C)c1F,CHEMBL3752895,6.42,6.42,6.42,,1,2016,2016,1,1
IWTIXSBYEURJEK-FMIVXFBMSA-N,C/C(=C\c1nc(Cn2cnc3ncccc3c2=O)no1)c1ccc(Cl)cc1,CHEMBL3787359,7.005000000000001,6.94,7.07,0.09192388155425078,2,2016,2016,1,2
IXARYBWPLJADQF-LBPRGKRZSA-N,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4cccc(Cl)c4)c(=O)o3)c(=O)c21,CHEMBL5875272,6.78,6.78,6.78,,1,2021,2021,1,1
IXKKQNMDGPZGKV-WCQYABFASA-N,Cn1cnc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,CHEMBL5813133,7.715,7.25,8.18,0.657609306503489,2,2020,2020,1,2
IYMRWKNCZYWXPC-URXFXBBRSA-N,CC(C)n1c(=O)c(CNC(=O)[C@@H]2[C@@H](O)CCN2S(=O)(=O)c2cc3cc(F)ccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL6034529,7.19,7.19,7.19,,1,2020,2020,1,1
IYPSSQMPIVZFBK-FQEVSTJZSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ncn1)[C@@H]1CCCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL4088270,5.64,5.64,5.64,,1,2018,2018,1,1
IYXIXNIKYCFBDN-AWEZNQCLSA-N,CCOc1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(CC(=O)CC)c(=O)n4C)n2)cc1C(F)(F)F,CHEMBL5989150,9.0,9.0,9.0,,1,2019,2019,1,1
IZLFWDRMGMPZOG-UOXRKKOCSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2Cl)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4103545,8.3,8.3,8.3,,1,2018,2018,1,1
JBIXZNRRVYTXMJ-NSHDSACASA-N,CC(=O)NC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL5763205,7.32,7.32,7.32,,1,2021,2021,1,1
JBYPWLUUGPQYAS-QFBILLFUSA-N,Cn1c(NCc2ccccn2)nc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5915465,7.470000000000001,7.4,7.54,0.09899494936611612,2,2020,2020,1,2
JCFSCBLSEONLAZ-SWLSCSKDSA-N,Cn1nnc2ccn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,CHEMBL6036980,8.205,8.16,8.25,0.06363961030678918,2,2020,2020,1,2
JCGBVACYAGHPAM-STQMWFEESA-N,C[C@]1(O)CCC[C@H](c2ccccc2)C1,CHEMBL5594756,5.49,5.49,5.49,,1,2024,2024,1,1
JCHJBCPFIWXKDB-QLPKVWCKSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(C=O)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5784487,7.26,7.26,7.26,,1,2020,2020,1,1
JCPXMGFJZJLKIN-LBPRGKRZSA-N,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)cc4)no3)c(=O)c12,CHEMBL5777540,7.48,7.48,7.48,,1,2021,2021,1,1
JCWLFTBWOABNHA-UHFFFAOYSA-N,O=C(NCC(Cc1ccccc1)N1CCC(C(F)(F)F)CC1)C1(c2ccc(F)cc2)CCCC1,CHEMBL4216712,6.17,6.17,6.17,,1,2016,2016,1,1
JEPYVPCCTJDATH-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)c(F)c4)cs3)nsc2n(C)c1=O,CHEMBL3912738,8.17,8.17,8.17,,1,2015,2015,1,1
JEZYRPUMEHJVEN-UHFFFAOYSA-N,CCCCCCCCCC(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,CHEMBL2071513,5.85,5.7,6.0,0.21213203435596445,2,2012,2012,1,2
JFAQOFLDBXAXAQ-UHFFFAOYSA-N,CCCNc1cc(NC(=O)c2ccncc2)cc(C(F)(F)F)c1,CHEMBL3311187,5.58,5.58,5.58,,1,2014,2014,1,1
JFBNNBIUJWKGPM-QGZVFWFLSA-N,Cc1cc(S(=O)(=O)N2CCC[C@@H]2c2ccc(F)cc2)cc(C)c1F,CHEMBL3754351,6.96,6.96,6.96,,1,2016,2016,1,1
JFLCWGRYMUUJRW-YKSBVNFPSA-N,O=C(NCc1cc(-c2ccc(C3CC3)cc2)ncn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6028461,6.92,6.87,6.97,0.0707106781186545,2,2022,2022,1,1
JGBBKLTUEVDXPM-UHFFFAOYSA-N,O=C(NC(C(=O)c1ccc(Cl)cc1)C1CC1)c1ccccc1,CHEMBL2071593,5.7,5.7,5.7,0.0,2,2012,2012,1,2
JGFBRLGZGJYISU-NSHDSACASA-N,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OCO5)no3)c(=O)c12,CHEMBL4868010,7.25,7.25,7.25,0.0,2,2021,2021,2,2
JGPICCTXSJGRDH-UHFFFAOYSA-N,CC(C)C(NC(=O)c1ccc(Cl)cc1F)C(=O)c1ccc(C#N)cc1,CHEMBL2071505,5.45,5.4,5.5,0.0707106781186545,2,2012,2012,1,2
JHGDJTAYURVRBX-UHFFFAOYSA-N,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)NCc3ccc4nsnc4c3)sc12,CHEMBL3220227,5.84,5.84,5.84,,1,2012,2012,1,1
JHXOWAOGHMUCFO-IDLMPWNNSA-N,O=C(NCc1cc(C2=CCC(C(F)(F)F)CC2)ncn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6017794,7.43,7.34,7.52,0.12727922061357835,2,2022,2022,1,1
JJIYFRHWAJSTRT-UHFFFAOYSA-N,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(I)cc2)n(C)c1=O,CHEMBL1947275,5.75,5.75,5.75,,1,2012,2012,1,1
JJOTYXMTNZIMSZ-UHFFFAOYSA-N,CC(C)C(C)Nc1cc(NC(=O)c2cccs2)cc(C(F)(F)F)c1,CHEMBL3311180,5.89,5.89,5.89,,1,2014,2014,1,1
JJWIAVUKFHESIC-UHFFFAOYSA-N,CC(C)N(CC(=O)NCc1cccc(-c2ccc(C(F)(F)F)cc2)c1)S(=O)(=O)c1ccn(C)n1,CHEMBL5807967,5.62,5.62,5.62,,1,2017,2017,1,1
JJXVVDMOIHAKHG-UGKGYDQZSA-N,N#Cc1cnc(-c2ccc(C(F)(F)F)nc2)cc1CNC(=O)[C@@H]1[C@@H](F)CCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5990009,7.89,7.89,7.89,,1,2022,2022,1,1
JKNJVPGBUGINLQ-LZLYRXPVSA-N,COc1ccc(C2=C[C@H]3[C@@H](C2)[C@@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,CHEMBL5810601,7.6899999999999995,7.58,7.8,0.1555634918610406,2,2020,2020,1,2
JKNJVPGBUGINLQ-RYRKJORJSA-N,COc1ccc(C2=C[C@@H]3[C@H](C2)[C@H]3c2noc(Cn3cnc4ncn(C)c4c3=O)n2)cc1,CHEMBL5832402,7.6,7.38,7.82,0.31112698372208153,2,2020,2020,1,2
JKROEASKFSYUDV-UHFFFAOYSA-N,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,CHEMBL2071494,5.95,5.6,6.4,0.3304037933599837,4,2012,2012,1,2
JKSIUQSXQUJUQN-LBPRGKRZSA-N,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4ccc(Br)cc4)n3)c(=O)c2c1C(N)=O,CHEMBL5948751,7.54,7.54,7.54,,1,2023,2023,1,1
JKWXDKUVOQCWGK-NSHDSACASA-N,C[C@@H](C(=O)Nc1cncc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,CHEMBL6061795,7.58,7.58,7.58,,1,2019,2019,1,1
JLRDFDIVWVIADD-LSDHHAIUSA-N,Cc1ccc([C@H]2C[C@H](c3noc(Cn4cnc5ncn(C)c5c4=O)n3)CO2)cc1,CHEMBL6026042,8.015,7.79,8.24,0.3181980515339462,2,2020,2020,1,2
JMPQCPPXHXSEIC-XJKSGUPXSA-N,O=c1c2cccnc2ncn1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,CHEMBL5877962,8.21,8.18,8.24,0.042426406871192576,2,2020,2020,1,2
JNDWMJRPGXBLSS-FOLVSLTJSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5819369,7.51,7.51,7.51,,1,2020,2020,1,1
JNFFYUYSPBYAOR-KNQAVFIVSA-N,COc1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc(-c2ccc(C(F)(F)F)nc2)c1,CHEMBL6022546,7.33,7.33,7.33,,1,2022,2022,1,1
JNKBSIPJIAHQTP-WOSRLPQWSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6cc(Cl)ccn6)C[C@H]54)no3)c(=O)c21,CHEMBL6000988,7.045,6.92,7.17,0.1767766952966369,2,2020,2020,1,2
JNKBSIPJIAHQTP-WWGRRREGSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5804088,7.275,7.04,7.51,0.3323401871576768,2,2020,2020,1,2
JOMJJSVRLDEKPU-JYAVWHMHSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccnc(F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5894388,6.76,6.38,7.14,0.537401153701776,2,2020,2020,1,2
JOVMFRRSFHVPLP-CTYIDZIISA-N,Cn1c(=O)ccc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL5771685,7.82,7.82,7.82,,1,2021,2021,1,1
JROSFXIRTRVADR-UHFFFAOYSA-N,CCOc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,CHEMBL3299020,7.41,7.41,7.41,,1,2014,2014,1,1
JSZBSUKOUVVBGY-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(F)c4F)cs3)cccc2n(C)c1=O,CHEMBL3958453,7.18,7.18,7.18,,1,2015,2015,1,1
JTICAAYOYZCRBJ-MCBXIFIFSA-N,Cn1c(=O)ccc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5893767,7.26,7.22,7.3,0.05656854249492385,2,2020,2020,1,2
JTULPMHYGMMBHH-QMMMGPOBSA-N,Cc1c(C(N)=O)oc2ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)s4)n3)c(=O)c12,CHEMBL5196336,8.0,8.0,8.0,0.0,2,2022,2023,2,2
JUEWLMSRGBZOJK-AOIWGVFYSA-N,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3C=C(c4cccc(Cl)c4)C[C@@H]32)no1,CHEMBL5878495,7.625,7.62,7.63,0.007071067811865324,2,2020,2020,1,2
JUEWLMSRGBZOJK-YQVWRLOYSA-N,O=c1c2cccnc2ncn1Cc1nc([C@@H]2[C@H]3C=C(c4cccc(Cl)c4)C[C@H]32)no1,CHEMBL5743365,7.67,7.66,7.68,0.014142135623730649,2,2020,2020,1,2
JUUGPJIRMPHSLY-MQMHXKEQSA-N,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(C(F)(F)F)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL6049509,7.05,7.05,7.05,,1,2021,2021,1,1
JVXGITYCCXGECN-UHFFFAOYSA-N,CCCCc1ccc(NC(=O)Cn2ccc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL1944846,5.96,5.96,5.96,,1,2012,2012,1,1
JWEUHOBGYUINRR-RBZFPXEDSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@]5(Cc6ccccc65)C4)no3)c(=O)c21,CHEMBL6062464,6.705,6.56,6.85,0.2050609665440985,2,2020,2020,1,2
JWKCOLSRXWLOLP-GLJUWKHASA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7scnc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5907024,7.53,7.44,7.62,0.12727922061357835,2,2020,2020,1,2
JWKCOLSRXWLOLP-PMUMKWKESA-N,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7scnc7c6)C[C@H]54)no3)c(=O)c21,CHEMBL5850879,7.455,7.44,7.47,0.021213203435595972,2,2020,2020,1,2
JWNCZSYHJIVUEU-GUXCAODWSA-N,Cc1cc(N)nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5896142,8.385,7.95,8.82,0.6151828996322967,2,2020,2020,1,2
JWNGUBDEKMTXIP-NHAGDIPZSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cncc(C(F)(F)F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5908556,6.21,6.1,6.32,0.1555634918610409,2,2020,2020,1,2
JWRZFUGWLNUYGD-UHFFFAOYSA-N,CC(=O)Cn1c(=O)c2c(ncn2CC(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL6033430,7.35,7.35,7.35,,1,2019,2019,1,1
JWYKVNCEXVVNTP-UHFFFAOYSA-N,N#Cc1ccc(NC2CCCCC2(O)C(F)(F)F)cc1C(F)(F)F,CHEMBL5428534,4.72,4.72,4.72,,1,2023,2023,1,1
JYCCDTYCMUOGBQ-LBPRGKRZSA-N,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL6051212,9.0,9.0,9.0,,1,2019,2019,1,1
JYHBGHGDNGBHLR-LBPRGKRZSA-N,C[C@@H](C(=O)Nc1cncc(-c2ccc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,CHEMBL5934948,7.55,7.55,7.55,,1,2019,2019,1,1
JYMGYVCGGDSUSP-IPVJXJPOSA-N,O=c1c2cccc(=O)n2ccn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,CHEMBL5754138,7.42,7.42,7.42,0.0,2,2020,2020,1,2
JYQQTCCLMQYYSB-RYRKJORJSA-N,Cn1c(NCCO)nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c21,CHEMBL6019586,6.845,6.52,7.17,0.45961940777125615,2,2020,2020,1,2
JYTFGJCBRILOIU-LBPRGKRZSA-N,Cn1cnc2ncn(Cc3nn(C[C@@H]4CCc5ccc(Cl)cc54)c(=O)o3)c(=O)c21,CHEMBL6006997,6.71,6.71,6.71,,1,2021,2021,1,1
JYVPQGZHLMFNTN-UHFFFAOYSA-N,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(Cl)cn1,CHEMBL2071591,5.05,4.8,5.3,0.3535533905932738,2,2012,2012,1,2
JZBLZBUYBKFIGJ-CCKFTAQKSA-N,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5Cc6ccccc6[C@@H]54)no3)c(=O)c12,CHEMBL5849425,7.03,7.03,7.03,,1,2020,2020,1,1
JZBLZBUYBKFIGJ-GDIGMMSISA-N,Cc1cncc2ncn(Cc3nc([C@@H]4[C@H]5Cc6ccccc6[C@H]54)no3)c(=O)c12,CHEMBL6036727,7.52,7.52,7.52,,1,2020,2020,1,1
JZXXBEFFCKCRCF-IGOJGBNBSA-N,Cc1cncc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5826497,7.84,7.84,7.84,,1,2020,2020,1,1
KAVXLDFMUNWDLX-GCJKJVERSA-N,O=C(NCc1ccnc(-c2ccc(OC(F)(F)F)cc2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5765240,7.75,7.75,7.75,,1,2022,2022,1,1
KBDWUWKNXJLWES-LLVKDONJSA-N,C[C@H](Cn1nc(Cn2cnc3ncn(C)c3c2=O)oc1=O)c1ccc(Cl)cc1,CHEMBL6026829,7.47,7.47,7.47,,1,2021,2021,1,1
KBDWUWKNXJLWES-NSHDSACASA-N,C[C@@H](Cn1nc(Cn2cnc3ncn(C)c3c2=O)oc1=O)c1ccc(Cl)cc1,CHEMBL5910054,6.09,6.09,6.09,,1,2021,2021,1,1
KBGYHCULXCGUTB-YEORSEQZSA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](Oc5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5904043,7.744999999999999,7.6,7.89,0.2050609665440991,2,2020,2020,1,2
KBJLJHMMMFHLOW-SMDDNHRTSA-N,Cn1nnc2cnn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL6042892,7.234999999999999,7.1,7.37,0.1909188309203685,2,2020,2020,1,2
KBZMFUUCCJSHOG-XLIONFOSSA-N,O=C(NCc1ccc(F)c(-c2cnc(C(F)(F)F)nc2)c1)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5930880,6.8,6.8,6.8,,1,2020,2020,1,1
KCBWYEIWBIVYQK-UHFFFAOYSA-N,Cc1nc(Br)n2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c12,CHEMBL5825265,7.85,7.85,7.85,,1,2021,2021,1,1
KCBYJLXRAIWJKQ-MSOLQXFVSA-N,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)[C@@H]1CCC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5866810,7.66,7.39,7.66,0.15588457268119935,3,2020,2020,1,1
KCBYJLXRAIWJKQ-QNSVNVJESA-N,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)[C@@H]1CCCC1S(=O)(=O)c1ccc(F)cc1,CHEMBL5767216,7.39,7.39,7.39,,1,2020,2020,1,1
KDJIYOOVUNTKAJ-FUHWJXTLSA-N,Cc1nc(N2CCNCC2)n2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5881081,6.48,6.48,6.48,,1,2020,2020,1,1
KDLVKFCBCTXDOW-SWKFRHMKSA-N,Cc1oc2c(c1CC(=O)/N=c1\scc(-c3ccc(OC(F)(F)F)c(Cl)c3)n1COC(=O)CN)c(=O)n(C)c(=O)n2C,CHEMBL3954164,7.26,7.26,7.26,,1,2015,2015,1,1
KDMQTXGHOYJLOQ-NZQKXSOJSA-N,C[C@@]1(F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ccc2F)N(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL5921909,8.22,8.22,8.22,,1,2022,2022,1,1
