activity_id,assay_chembl_id,assay_type,canonical_smiles,data_validity_comment,document_chembl_id,document_year,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,std_smiles,inchikey
27423881,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5808567,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,YWKRPHSLBJKOAU-JEYLPNPQSA-N
27423884,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5943742,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,ZDSBAXBNBDORFX-IGEOTXOUSA-N
27423887,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(Cl)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL6053101,8.0,=,=,IC50,nM,10.0,IC50,nM,10.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(Cl)c3)n2)n(C)c1=O,HGLATSHXHZWSLR-LBPRGKRZSA-N
27423890,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C(F)(F)F)c(C)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5919639,8.3,=,=,IC50,nM,5.0,IC50,nM,5.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C(F)(F)F)c(C)c3)n2)n(C)c1=O,WZRMLPCUQNQCPB-LBPRGKRZSA-N
27423893,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C(F)(F)F)c(C)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5988091,8.7,=,=,IC50,nM,2.0,IC50,nM,2.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C(F)(F)F)c(C)c3)n2)n(C)c1=O,PQNMHUNFLUYLPR-LBPRGKRZSA-N
27423896,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5845178,8.4,=,=,IC50,nM,4.0,IC50,nM,4.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,XCKMEJHQIGJSCX-NNGSBXSVSA-N
27423899,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5745397,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,GAQUJPITFFKFQG-AWEZNQCLSA-N
27423902,CHEMBL5733104,B,COCCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5859921,6.57,=,=,IC50,nM,267.0,IC50,nM,267.0,COCCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,GCDVMFHLUVNJID-NFOMZHRRSA-N
27423905,CHEMBL5733104,B,CNC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(N)=O)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5815262,6.59,=,=,IC50,nM,258.0,IC50,nM,258.0,CNC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(N)=O)n(C)c1=O,MCSVDEMEILTGTA-LURJTMIESA-N
27423908,CHEMBL5733104,B,C[C@@H](C(N)=O)n1cnc2c1c(=O)n(CC1CCO1)c(=O)n2C,,CHEMBL5726658,2019,CHEMBL5975533,6.05,=,=,IC50,nM,894.0,IC50,nM,894.0,C[C@@H](C(N)=O)n1cnc2c1c(=O)n(CC1CCO1)c(=O)n2C,HOGBUUUQWBIWPK-JAMMHHFISA-N
27423911,CHEMBL5733104,B,CC(C)C(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5818464,7.96,=,=,IC50,nM,11.0,IC50,nM,11.0,CC(C)C(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,UHKWFAINYHCAGK-ZDUSSCGKSA-N
27423914,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(Cl)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5818964,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(Cl)c3)n2)n(C)c1=O,DUAGJPVKZYTJQM-LBPRGKRZSA-N
27423917,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(N)=O)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL6007514,8.7,=,=,IC50,nM,2.0,IC50,nM,2.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(N)=O)n(C)c2=O)no1,UGCWKTVXXQNBBB-QMMMGPOBSA-N
27423920,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL6044767,7.48,=,=,IC50,nM,33.0,IC50,nM,33.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(F)c3)n2)n(C)c1=O,IKGNKSVKPPXUGA-LBPRGKRZSA-N
27423926,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3csc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5920517,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3csc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,PMWFGSNDBSNHJI-ZDUSSCGKSA-N
27423929,CHEMBL5733104,B,C[C@@H](C(N)=O)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,,CHEMBL5726658,2019,CHEMBL5772380,8.05,=,=,IC50,nM,9.0,IC50,nM,9.0,C[C@@H](C(N)=O)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,UDAGLRCWWLUKSE-ZETCQYMHSA-N
27423932,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(N5CCC[C@H]5C(F)(F)F)nc4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5832537,8.7,=,=,IC50,nM,2.0,IC50,nM,2.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(N5CCC[C@H]5C(F)(F)F)nc4)n3)n(C)c2=O)no1,OKROUULIEINPBH-KXBFYZLASA-N
27423935,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL6004144,8.3,=,=,IC50,nM,5.0,IC50,nM,5.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CZWUSKMGGLHRBH-AWEZNQCLSA-N
27423938,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5934035,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,NASBLTGMHKILDI-LBPRGKRZSA-N
27423941,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL6051212,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,JYCCDTYCMUOGBQ-LBPRGKRZSA-N
27423944,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3csc(-c4cnc(C)c(F)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5778301,8.1,=,=,IC50,nM,8.0,IC50,nM,8.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3csc(-c4cnc(C)c(F)c4)n3)n(C)c2=O)no1,ZVRSTWIVTSZIGD-ZDUSSCGKSA-N
27423947,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5857696,7.92,=,=,IC50,nM,12.0,IC50,nM,12.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(C)c(F)c3)n2)n(C)c1=O,FZWXVCHEVDMQEI-LBPRGKRZSA-N
27423950,CHEMBL5733104,B,C[C@@H](C(=O)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CC(F)(F)F)c(=O)n2C,,CHEMBL5726658,2019,CHEMBL5918465,7.52,=,=,IC50,nM,30.0,IC50,nM,30.0,C[C@@H](C(=O)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CC(F)(F)F)c(=O)n2C,QCOUAXOJJUTRGN-HIFPTAJRSA-N
27423953,CHEMBL5733104,B,C[C@@H](C(=O)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CCC(F)(F)F)c(=O)n2C,,CHEMBL5726658,2019,CHEMBL5811991,6.43,=,=,IC50,nM,370.0,IC50,nM,370.0,C[C@@H](C(=O)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CCC(F)(F)F)c(=O)n2C,DXPVSKMQMRRVIF-HSBZDZAISA-N
27423956,CHEMBL5733104,B,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C(F)(F)F)nc4)n3)n(C)c2=O)n1,,CHEMBL5726658,2019,CHEMBL5832710,7.82,=,=,IC50,nM,15.0,IC50,nM,15.0,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C(F)(F)F)nc4)n3)n(C)c2=O)n1,UMRMICUACMEDEJ-NSHDSACASA-N
27423959,CHEMBL5733104,B,COCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5859441,8.22,=,=,IC50,nM,6.0,IC50,nM,6.0,COCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,SABAYCWPZHQHKG-NFOMZHRRSA-N
27423962,CHEMBL5733104,B,COCC(O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5945233,6.19,=,=,IC50,nM,639.0,IC50,nM,639.0,COCC(O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,IAHQHDGHWAXFMV-DPGVGJJJSA-N
27423965,CHEMBL5733104,B,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(N)=O)n(C)c2=O)n1,,CHEMBL5726658,2019,CHEMBL5927515,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(N)=O)n(C)c2=O)n1,XOZUCURGTPFEPA-LURJTMIESA-N
27423968,CHEMBL5733104,B,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(N)=O)n(C)c2=O)n1,,CHEMBL5726658,2019,CHEMBL5927515,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(N)=O)n(C)c2=O)n1,XOZUCURGTPFEPA-LURJTMIESA-N
27423971,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL6062133,8.1,=,=,IC50,nM,8.0,IC50,nM,8.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,GQPDGZDVPWDQGV-ZDUSSCGKSA-N
27423974,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5806996,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,RBMMABICGHVJIJ-AWEZNQCLSA-N
27423977,CHEMBL5733104,B,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5879929,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,MNMZXKKNMFGYBW-ZDUSSCGKSA-N
27423980,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3csc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL6014001,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3csc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,OYTIHKVAZJQNDV-ZDUSSCGKSA-N
27423983,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(N4CC5CC5C4)cn3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL6064801,8.7,=,=,IC50,nM,2.0,IC50,nM,2.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(N4CC5CC5C4)cn3)n2)n(C)c1=O,HRPNHQBVYVNOBG-GTPINHCMSA-N
27423986,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(N5CCC[C@H]5C(F)(F)F)nc4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL6042280,8.7,=,=,IC50,nM,2.0,IC50,nM,2.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(N5CCC[C@H]5C(F)(F)F)nc4)n3)n(C)c2=O)no1,XWXZEVWJOGNSOD-YJBOKZPZSA-N
27423989,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(N5CCC[C@H]5C(F)(F)F)nc4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5772739,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(N5CCC[C@H]5C(F)(F)F)nc4)n3)n(C)c2=O)no1,SELZLURRXNIGSN-JXFKEZNVSA-N
27423995,CHEMBL5733104,B,C[C@@H](C(=O)Nc1cccc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,,CHEMBL5726658,2019,CHEMBL5845331,7.75,=,=,IC50,nM,18.0,IC50,nM,18.0,C[C@@H](C(=O)Nc1cccc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,YXMXFIXCGYXMMH-LBPRGKRZSA-N
27423998,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4ccc(C(F)(F)F)nc4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL6037704,7.77,=,=,IC50,nM,17.0,IC50,nM,17.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4ccc(C(F)(F)F)nc4)n3)n(C)c2=O)no1,WJZDKUCGKVPPTC-ZDUSSCGKSA-N
27424001,CHEMBL5733104,B,C[C@@H](C(=O)Nc1cncc(-c2ccc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,,CHEMBL5726658,2019,CHEMBL5934948,7.55,=,=,IC50,nM,28.0,IC50,nM,28.0,C[C@@H](C(=O)Nc1cncc(-c2ccc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,JYHBGHGDNGBHLR-LBPRGKRZSA-N
27424004,CHEMBL5733104,B,C[C@@H](C(=O)Nc1cncc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,,CHEMBL5726658,2019,CHEMBL6061795,7.58,=,=,IC50,nM,26.0,IC50,nM,26.0,C[C@@H](C(=O)Nc1cncc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(Cc1ccon1)c(=O)n2C,JKWXDKUVOQCWGK-NSHDSACASA-N
27424007,CHEMBL5733104,B,COc1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(Cc3cc(C)on3)c(=O)n4C)n2)cc1C(F)(F)F,,CHEMBL5726658,2019,CHEMBL5780751,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,COc1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(Cc3cc(C)on3)c(=O)n4C)n2)cc1C(F)(F)F,ZPYQDEKCILEBNB-AWEZNQCLSA-N
27424010,CHEMBL5733104,B,CCOc1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(Cc3cc(C)on3)c(=O)n4C)n2)cc1C(F)(F)F,,CHEMBL5726658,2019,CHEMBL5924035,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,CCOc1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(Cc3cc(C)on3)c(=O)n4C)n2)cc1C(F)(F)F,XIEDEBMSVCTSFI-HNNXBMFYSA-N
27424013,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(Cl)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5866397,8.7,=,=,IC50,nM,2.0,IC50,nM,2.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(Cl)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,SQIWWIMCDCSDHP-ZDUSSCGKSA-N
27424016,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(OC)c(C(F)(F)F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL5992488,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(OC)c(C(F)(F)F)c3)n2)n(C)c1=O,AKDLWVHAJCEAKD-ZDUSSCGKSA-N
27424019,CHEMBL5733104,B,CCOc1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(CC(=O)CC)c(=O)n4C)n2)cc1C(F)(F)F,,CHEMBL5726658,2019,CHEMBL5989150,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,CCOc1ncc(-c2cccc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(CC(=O)CC)c(=O)n4C)n2)cc1C(F)(F)F,IYXIXNIKYCFBDN-AWEZNQCLSA-N
27424022,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5929322,9.0,=,=,IC50,nM,1.0,IC50,nM,1.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,CTVDAKKIBPDSKS-HNNXBMFYSA-N
27424025,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C)c(C)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5746258,7.6,=,=,IC50,nM,25.0,IC50,nM,25.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C)c(C)c4)n3)n(C)c2=O)no1,ZJABEFARNCXQDZ-KRWDZBQOSA-N
27424028,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5933482,8.4,=,=,IC50,nM,4.0,IC50,nM,4.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,YIXDWPGKRKLDML-AWEZNQCLSA-N
27424031,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5846838,8.7,=,=,IC50,nM,2.0,IC50,nM,2.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,MARWGKHZVAMFRS-HNNXBMFYSA-N
27424034,CHEMBL5733104,B,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,,CHEMBL5726658,2019,CHEMBL5749102,8.1,=,=,IC50,nM,8.0,IC50,nM,8.0,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CIKWLRYNURTNGX-AWEZNQCLSA-N
27424037,CHEMBL5733104,B,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,,CHEMBL5726658,2019,CHEMBL5976528,8.22,=,=,IC50,nM,6.0,IC50,nM,6.0,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,KHSABDQBZIWQTO-ZDUSSCGKSA-N
27424040,CHEMBL5733104,B,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)n1,,CHEMBL5726658,2019,CHEMBL5938207,8.05,=,=,IC50,nM,9.0,IC50,nM,9.0,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)n1,YMGBPWVLZQNQFK-LBPRGKRZSA-N
27424043,CHEMBL5733104,B,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,,CHEMBL5726658,2019,CHEMBL5912245,8.05,=,=,IC50,nM,9.0,IC50,nM,9.0,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,NKZCJCIDAGEUIM-LBPRGKRZSA-N
27424046,CHEMBL5733104,B,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)n1,,CHEMBL5726658,2019,CHEMBL5769052,8.52,=,=,IC50,nM,3.0,IC50,nM,3.0,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)n1,GKJBGRQPKPMAEN-ZDUSSCGKSA-N
27424049,CHEMBL5733104,B,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,,CHEMBL5726658,2019,CHEMBL6055251,8.4,=,=,IC50,nM,4.0,IC50,nM,4.0,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,ZJLOTFNKTLOXQU-AWEZNQCLSA-N
