activity_id,assay_chembl_id,assay_type,canonical_smiles,data_validity_comment,document_chembl_id,document_year,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,std_smiles,inchikey
28242506,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5cccc(F)c5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL6035319,7.12,=,=,IC50,nM,75.8,IC50,nM,75.8,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5cccc(F)c5)C4)c(=O)o3)c(=O)c21,UXBMNEVNXIVWQJ-UKRRQHHQSA-N
28242509,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(C#N)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5867419,7.67,=,=,IC50,nM,21.4,IC50,nM,21.4,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(C#N)cc5)C4)c(=O)o3)c(=O)c12,NMCHHCFFFJAHSG-MIRVZWSXSA-N
28242512,CHEMBL5736402,B,O=c1c2cccnc2ncn1Cc1nn([C@@H]2CC[C@@H](c3ccc(F)cc3)C2)c(=O)o1,,CHEMBL5728262,2021,CHEMBL5771488,7.39,=,=,IC50,nM,40.6,IC50,nM,40.6,O=c1c2cccnc2ncn1Cc1nn([C@@H]2CC[C@@H](c3ccc(F)cc3)C2)c(=O)o1,LPLVBOWGFAEFOE-GDBMZVCRSA-N
28242515,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(C#N)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5788874,8.59,=,=,IC50,nM,2.58,IC50,nM,2.58,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(C#N)cc5)C4)c(=O)o3)c(=O)c12,WJZXCEKQIHMNMF-QAQDUYKDSA-N
28242518,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)F)cc4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5758289,7.92,=,=,IC50,nM,11.9,IC50,nM,11.9,Cc1ccnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)F)cc4)c(=O)o3)c(=O)c12,IGOGZZUWJQNUTI-AWEZNQCLSA-N
28242521,CHEMBL5736402,B,O=c1c2cccnc2ncn1Cc1nn(C[C@H](F)c2ccc(OC(F)F)cc2)c(=O)o1,,CHEMBL5728262,2021,CHEMBL5790786,7.3,=,=,IC50,nM,50.0,IC50,nM,50.0,O=c1c2cccnc2ncn1Cc1nn(C[C@H](F)c2ccc(OC(F)F)cc2)c(=O)o1,GUGRIVXZTJXLBP-AWEZNQCLSA-N
28242524,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@@H]4C[C@@H](F)[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL6051649,7.36,=,=,IC50,nM,43.9,IC50,nM,43.9,Cn1cnc2ncn(Cc3nn([C@@H]4C[C@@H](F)[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CIYDGMDZVSRZAF-RRFJBIMHSA-N
28242527,CHEMBL5736402,B,Cn1c(=O)ccc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5771685,7.82,=,=,IC50,nM,15.2,IC50,nM,15.2,Cn1c(=O)ccc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,JOVMFRRSFHVPLP-CTYIDZIISA-N
28242530,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4cccc(Cl)c4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5875272,6.78,=,=,IC50,nM,166.0,IC50,nM,166.0,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4cccc(Cl)c4)c(=O)o3)c(=O)c21,IXARYBWPLJADQF-LBPRGKRZSA-N
28242533,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn(CCCOc4cccc(Cl)c4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5907284,8.2,=,=,IC50,nM,6.34,IC50,nM,6.34,Cc1ccnc2ncn(Cc3nn(CCCOc4cccc(Cl)c4)c(=O)o3)c(=O)c12,USDCLRVAPBYPTA-UHFFFAOYSA-N
28242536,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn(CCCOc4cccc(Cl)c4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5093218,7.65,=,=,IC50,nM,22.6,IC50,nM,22.6,Cn1cnc2ncn(Cc3nn(CCCOc4cccc(Cl)c4)c(=O)o3)c(=O)c21,LFVOFPFXYXXTEY-UHFFFAOYSA-N
28242539,CHEMBL5736402,B,Cn1c(=O)ccc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5807741,7.36,=,=,IC50,nM,43.8,IC50,nM,43.8,Cn1c(=O)ccc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,LFYAILSQQZVGPM-ZDUSSCGKSA-N
28242542,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(F)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL6005929,8.24,=,=,IC50,nM,5.76,IC50,nM,5.76,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(F)cc5)C4)c(=O)o3)c(=O)c12,HBBABCXLFVDQFV-KOMQPUFPSA-N
28242545,CHEMBL5736402,B,Cn1cnc2cnn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5953423,7.34,=,=,IC50,nM,45.7,IC50,nM,45.7,Cn1cnc2cnn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,SILAPDUQPMKZOP-MQMHXKEQSA-N
28242548,CHEMBL5736402,B,O=c1c2cccnc2cnn1Cc1nn([C@H]2C[C@H](c3ccc(Cl)cc3)C2)c(=O)o1,,CHEMBL5728262,2021,CHEMBL5875208,7.1,=,=,IC50,nM,79.9,IC50,nM,79.9,O=c1c2cccnc2cnn1Cc1nn([C@H]2C[C@H](c3ccc(Cl)cc3)C2)c(=O)o1,RONHBRICLKDFKA-CTYIDZIISA-N
28242551,CHEMBL5736402,B,Cc1noc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5925924,7.44,=,=,IC50,nM,36.2,IC50,nM,36.2,Cc1noc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,ANROYDNBUBEGHC-MQMHXKEQSA-N
28242554,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5ccc(F)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5907744,8.08,=,=,IC50,nM,8.26,IC50,nM,8.26,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5ccc(F)cc5)C4)c(=O)o3)c(=O)c21,WRJCSDBKLNHRAA-UKRRQHHQSA-N
28242557,CHEMBL5736402,B,Cc1cc(C#N)nc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5821016,8.31,=,=,IC50,nM,4.84,IC50,nM,4.84,Cc1cc(C#N)nc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,WANOURMQWPDLQC-CZIWCDLHSA-N
28242560,CHEMBL5736402,B,O=c1c2cccnc2ncn1Cc1nn([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)c(=O)o1,,CHEMBL5728262,2021,CHEMBL5944119,7.78,=,=,IC50,nM,16.8,IC50,nM,16.8,O=c1c2cccnc2ncn1Cc1nn([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)c(=O)o1,GNNUMLYAKUEIDE-LDTOLXSISA-N
28242563,CHEMBL5736402,B,O=c1c2cccnc2ncn1Cc1nn(C[C@H](F)c2ccc(Cl)cc2)c(=O)o1,,CHEMBL5728262,2021,CHEMBL5752077,7.31,=,=,IC50,nM,48.5,IC50,nM,48.5,O=c1c2cccnc2ncn1Cc1nn(C[C@H](F)c2ccc(Cl)cc2)c(=O)o1,UNDOEYISHOZRKE-AWEZNQCLSA-N
28242566,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(F)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5962477,7.75,=,=,IC50,nM,18.0,IC50,nM,18.0,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(F)cc5)C4)c(=O)o3)c(=O)c12,BLKRXSROXNOPPY-GGYDESQDSA-N
28242569,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(F)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5773844,7.1,=,=,IC50,nM,80.2,IC50,nM,80.2,Cn1cnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(F)cc5)C4)c(=O)o3)c(=O)c21,AKZZSBPAHSIOBC-XVDXERDNSA-N
28242572,CHEMBL5736402,B,O=c1c2cccnc2ncn1Cc1nn([C@H]2C[C@H](c3ccc(Cl)cc3)C2)c(=O)o1,,CHEMBL5728262,2021,CHEMBL5779407,7.79,=,=,IC50,nM,16.2,IC50,nM,16.2,O=c1c2cccnc2ncn1Cc1nn([C@H]2C[C@H](c3ccc(Cl)cc3)C2)c(=O)o1,SFQUEYCZYVQMRY-CTYIDZIISA-N
28242575,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@@](F)(c5ccc(C(F)(F)F)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5766397,7.24,=,=,IC50,nM,57.3,IC50,nM,57.3,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@@](F)(c5ccc(C(F)(F)F)cc5)C4)c(=O)o3)c(=O)c12,GKROVECUBNNFBQ-WEHONNDLSA-N
28242578,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5091195,8.02,=,=,IC50,nM,9.59,IC50,nM,9.59,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,INRPAICZXVSURJ-UKRRQHHQSA-N
28242581,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5cccc(Cl)c5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL6060769,7.44,=,=,IC50,nM,36.1,IC50,nM,36.1,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5cccc(Cl)c5)C4)c(=O)o3)c(=O)c21,SKLLQNALHJGISD-UKRRQHHQSA-N
28242584,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5987810,7.58,=,=,IC50,nM,26.0,IC50,nM,26.0,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)c(=O)o3)c(=O)c21,ZOHYTOOFZMTKLL-JOCQHMNTSA-N
28242587,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL5755565,7.53,=,=,IC50,nM,29.6,IC50,nM,29.6,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,AOZCJXPKMNJCQR-GGYDESQDSA-N
28242590,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5780362,7.19,=,=,IC50,nM,64.0,IC50,nM,64.0,Cn1cnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,HBROHCUKWVIOIZ-XVDXERDNSA-N
28242593,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)c(F)c5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5891586,7.52,=,=,IC50,nM,29.9,IC50,nM,29.9,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)c(F)c5)C4)c(=O)o3)c(=O)c21,XGTNKOQJOGMILW-HAQNSBGRSA-N
28242596,CHEMBL5736402,B,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,,CHEMBL5728262,2021,CHEMBL6041401,8.2,=,=,IC50,nM,6.3,IC50,nM,6.3,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,RXBHBVLYZQAGOZ-KOMQPUFPSA-N
28242599,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4CC[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5953252,6.81,=,=,IC50,nM,156.0,IC50,nM,156.0,Cn1cnc2ncn(Cc3nn([C@H]4CC[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,ABOASBRALGFDPQ-GJZGRUSLSA-N
28242602,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)(F)F)cc4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5795787,7.72,=,=,IC50,nM,19.1,IC50,nM,19.1,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)(F)F)cc4)c(=O)o3)c(=O)c21,CRMCPZOEWQJMFS-LBPRGKRZSA-N
28242605,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)F)cc4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL6033089,7.09,=,=,IC50,nM,81.3,IC50,nM,81.3,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)F)cc4)c(=O)o3)c(=O)c21,VOMFXUVVWBXJSA-LBPRGKRZSA-N
28242608,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(C(F)(F)F)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL6049509,7.05,=,=,IC50,nM,90.0,IC50,nM,90.0,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(C(F)(F)F)cc5)C4)c(=O)o3)c(=O)c21,JUUGPJIRMPHSLY-MQMHXKEQSA-N
28242611,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(F)cc5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL6053766,7.19,=,=,IC50,nM,64.8,IC50,nM,64.8,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(F)cc5)C4)c(=O)o3)c(=O)c21,SJYUOIRAPYIRKY-MQMHXKEQSA-N
28242614,CHEMBL5736402,B,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc6ccccc6c5)C4)c(=O)o3)c(=O)c21,,CHEMBL5728262,2021,CHEMBL5952845,7.75,=,=,IC50,nM,17.8,IC50,nM,17.8,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc6ccccc6c5)C4)c(=O)o3)c(=O)c21,CANXPAGDHYDXAS-IYARVYRRSA-N
28522514,CHEMBL5737447,B,Cc1noc(Cn2c(=O)[nH]c3ncn(C(C)C(=O)Nc4cccc(-c5cnc(C(F)(F)F)nc5)n4)c3c2=O)n1,,CHEMBL5728782,2021,CHEMBL5955772,6.25,=,=,IC50,nM,559.0,IC50,nM,559.0,Cc1noc(Cn2c(=O)[nH]c3ncn(C(C)C(=O)Nc4cccc(-c5cnc(C(F)(F)F)nc5)n4)c3c2=O)n1,QUPNHARNJUEBBN-UHFFFAOYSA-N
28522517,CHEMBL5737447,B,CC(=O)NC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,,CHEMBL5728782,2021,CHEMBL5817995,6.76,=,=,IC50,nM,172.0,IC50,nM,172.0,CC(=O)NC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,SVCDWQHTFLFQMQ-JTQLQIEISA-N
28522520,CHEMBL5737447,B,CC(=O)NC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,,CHEMBL5728782,2021,CHEMBL5763205,7.32,=,=,IC50,nM,47.6,IC50,nM,47.6,CC(=O)NC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,JBIXZNRRVYTXMJ-NSHDSACASA-N
28522523,CHEMBL5737447,B,C[C@@H](C(=O)Nc1cncc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,,CHEMBL5728782,2021,CHEMBL5904170,5.15,=,=,IC50,nM,7090.0,IC50,nM,7090.0,C[C@@H](C(=O)Nc1cncc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,IISOYMVRUVZMSW-VIFPVBQESA-N
28522526,CHEMBL5737447,B,C[C@@H](C(=O)Nc1cccc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,,CHEMBL5728782,2021,CHEMBL5918372,6.25,=,=,IC50,nM,566.0,IC50,nM,566.0,C[C@@H](C(=O)Nc1cccc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,AXPFEEJMCXUHQD-JTQLQIEISA-N
28530209,CHEMBL5737489,B,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL4869839,7.89,=,=,IC50,nM,13.0,IC50,nM,13.0,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,RVGJWMWMMBRESO-LBPRGKRZSA-N
28530212,CHEMBL5737489,B,Cc1ccc([C@@H](O)Cc2noc(Cn3cnc4sc(C(N)=O)c(C)c4c3=O)n2)cc1,,CHEMBL5728802,2021,CHEMBL5901314,7.7,=,=,IC50,nM,20.0,IC50,nM,20.0,Cc1ccc([C@@H](O)Cc2noc(Cn3cnc4sc(C(N)=O)c(C)c4c3=O)n2)cc1,VULWTIVIQWVISE-ZDUSSCGKSA-N
28530215,CHEMBL5737489,B,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4cc5ccccc5o4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL4848827,7.72,=,=,IC50,nM,19.0,IC50,nM,19.0,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4cc5ccccc5o4)no3)c(=O)c12,UFPYGNKXLRNGEZ-LBPRGKRZSA-N
28530218,CHEMBL5737489,B,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)cc4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL5777540,7.48,=,=,IC50,nM,33.0,IC50,nM,33.0,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)cc4)no3)c(=O)c12,JCPXMGFJZJLKIN-LBPRGKRZSA-N
28530221,CHEMBL5737489,B,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)c(F)c4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL5951464,7.32,=,=,IC50,nM,48.0,IC50,nM,48.0,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)c(F)c4)no3)c(=O)c12,TUAFGKSMMBBDOF-LBPRGKRZSA-N
28530224,CHEMBL5737489,B,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4cc(F)cc(F)c4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL4851706,7.32,=,=,IC50,nM,48.0,IC50,nM,48.0,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4cc(F)cc(F)c4)no3)c(=O)c12,UTHLYYCFCKJWHC-LBPRGKRZSA-N
28530227,CHEMBL5737489,B,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OC(F)(F)O5)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL5785827,7.47,=,=,IC50,nM,34.0,IC50,nM,34.0,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OC(F)(F)O5)no3)c(=O)c12,NSPJVTHVINFJSX-JTQLQIEISA-N
28530230,CHEMBL5737489,B,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OCO5)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL4868010,7.25,=,=,IC50,nM,56.0,IC50,nM,56.0,Cc1c(C(N)=O)sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OCO5)no3)c(=O)c12,JGFBRLGZGJYISU-NSHDSACASA-N
28530233,CHEMBL5737489,B,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OCO5)no3)c(=O)c2c1C,,CHEMBL5728802,2021,CHEMBL4854825,7.11,=,=,IC50,nM,78.0,IC50,nM,78.0,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc5c(c4)OCO5)no3)c(=O)c2c1C,FOXGCOKYWRDUFO-LBPRGKRZSA-N
28530236,CHEMBL5737489,B,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)cc4)no3)c(=O)c2c1C,,CHEMBL5728802,2021,CHEMBL5982169,7.28,=,=,IC50,nM,52.0,IC50,nM,52.0,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)cc4)no3)c(=O)c2c1C,LWPXBBRIJUTOEP-ZDUSSCGKSA-N
28530239,CHEMBL5737489,B,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c2c1C,,CHEMBL5728802,2021,CHEMBL4866216,8.0,=,=,IC50,nM,10.0,IC50,nM,10.0,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c2c1C,KEABNWALVFPWDZ-ZDUSSCGKSA-N
28530242,CHEMBL5737489,B,Cc1c(C(=O)NCC(F)F)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL4859608,7.82,=,=,IC50,nM,15.0,IC50,nM,15.0,Cc1c(C(=O)NCC(F)F)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,CBZINAVQQWCRAE-ZDUSSCGKSA-N
28530245,CHEMBL5737489,B,Cc1c(C(=O)NCC(C)(C)O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL4847955,7.43,=,=,IC50,nM,37.0,IC50,nM,37.0,Cc1c(C(=O)NCC(C)(C)O)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,RUDSKJYIDUAKKF-HNNXBMFYSA-N
28530248,CHEMBL5737489,B,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)c(F)c4)no3)c(=O)c2c1C,,CHEMBL5728802,2021,CHEMBL5774582,7.48,=,=,IC50,nM,33.0,IC50,nM,33.0,CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)c(F)c4)no3)c(=O)c2c1C,WYUJVHUKAKUWIA-ZDUSSCGKSA-N
28530251,CHEMBL5737489,B,O=C1NCCc2c1sc1ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c21,,CHEMBL5728802,2021,CHEMBL4848526,8.05,=,=,IC50,nM,9.0,IC50,nM,9.0,O=C1NCCc2c1sc1ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c21,AGKMZNQCTOWDFF-ZDUSSCGKSA-N
28530254,CHEMBL5737489,B,NC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c2c1Cl,,CHEMBL5728802,2021,CHEMBL4850616,7.8,=,=,IC50,nM,16.0,IC50,nM,16.0,NC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c2c1Cl,SOBJXYFMGNTIEM-JTQLQIEISA-N
28530257,CHEMBL5737489,B,Cn1cnc2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c21,,CHEMBL5728802,2021,CHEMBL5815220,7.44,=,=,IC50,nM,36.0,IC50,nM,36.0,Cn1cnc2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c21,FELFYFLOCBXASZ-UHFFFAOYSA-N
28530260,CHEMBL5737489,B,Cc1nc(Br)n2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL5825265,7.85,=,=,IC50,nM,14.0,IC50,nM,14.0,Cc1nc(Br)n2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c12,KCBWYEIWBIVYQK-UHFFFAOYSA-N
28530263,CHEMBL5737489,B,Cc1nc(C)n2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c12,,CHEMBL5728802,2021,CHEMBL5838104,7.46,=,=,IC50,nM,35.0,IC50,nM,35.0,Cc1nc(C)n2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c12,GDJFZHALVYTABE-UHFFFAOYSA-N
28530266,CHEMBL5737489,B,Cn1c(=O)n(C)c2c(=O)n(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)cnc21,,CHEMBL5728802,2021,CHEMBL5899412,7.17,=,=,IC50,nM,67.0,IC50,nM,67.0,Cn1c(=O)n(C)c2c(=O)n(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)cnc21,GBZVFJQASGJXPD-UHFFFAOYSA-N
