inchikey,standard_type,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,assay_types,year_min,year_max,scaffold,split
BCXNWQDMUUSORS-UHFFFAOYSA-N,IC50,FC(F)Oc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,CHEMBL3299025,7.3,7.3,7.3,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
BDMMXSHQKHUFKQ-GOSISDBHSA-N,IC50,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)N3CC[C@@H](Oc4ccccc4C(F)(F)F)C3)sc12,CHEMBL3220449,7.0,7.0,7.0,,1,B,2012,2012,O=C(c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1)N1CCC(Oc2ccccc2)C1,train
BDMMXSHQKHUFKQ-SFHVURJKSA-N,IC50,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)N3CC[C@H](Oc4ccccc4C(F)(F)F)C3)sc12,CHEMBL3220450,6.82,6.82,6.82,,1,B,2012,2012,O=C(c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1)N1CCC(Oc2ccccc2)C1,train
BELXXIWFEWPMCV-UOIKSKOESA-N,IC50,O=c1c2cccnc2cnn1Cc1nc([C@H]2[C@@H]3CN(c4ccnc(F)c4)C[C@@H]32)no1,CHEMBL6028364,7.31,7.23,7.39,0.1131370849898467,2,B,2020,2020,O=c1c2cccnc2cnn1Cc1nc(C2C3CN(c4ccncc4)CC32)no1,val
BGJCZTPFRKSUHS-CMPLNLGQSA-N,IC50,Nc1nc2ncsc2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,CHEMBL5782035,8.545,8.24,8.85,0.4313351365237935,2,B,2020,2020,O=c1c2scnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
BGQSZBPWPOXQTF-AWEZNQCLSA-N,IC50,O=C1C2=C(NC(=S)N[C@H]2c2ccccc2)c2ccccc21,CHEMBL1939985,5.09,5.09,5.09,,1,F,2012,2012,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,train
BGQSZBPWPOXQTF-CQSZACIVSA-N,IC50,O=C1C2=C(NC(=S)N[C@@H]2c2ccccc2)c2ccccc21,CHEMBL1939984,6.11,6.11,6.11,,1,F,2012,2012,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,train
BGQSZBPWPOXQTF-UHFFFAOYSA-N,IC50,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,CHEMBL1939990,5.75,5.75,5.75,,1,F,2012,2012,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,train
BGXHQWBKFTYLMO-UHFFFAOYSA-N,IC50,Cn1cnc2ncn(Cc3nn(CCc4ccc(Br)c(Cl)c4)c(=O)o3)c(=O)c21,CHEMBL5848142,6.88,6.88,6.88,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,train
BHLICBDDYVMRMM-UHFFFAOYSA-N,IC50,Cc1cc(-c2ccccc2C(F)(F)F)cc2cn[nH]c12,CHEMBL3298920,5.17,5.17,5.17,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
BITJIBOQHOBSEQ-PMACEKPBSA-N,IC50,Cc1cc(-c2cnc(C(F)(F)F)nc2)cc(CNC(=O)[C@@H]2[C@@H](F)CCN2S(=O)(=O)c2ccc(F)cc2)n1,CHEMBL5762746,7.57,7.57,7.57,,1,B,2022,2022,O=C(NCc1cc(-c2cncnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,train
BIUMIQOEJSJTAM-QFIPXVFZSA-N,IC50,CC(C)n1cc(-c2ccc(C(F)(F)F)nc2)cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)c1=O,CHEMBL5794350,7.51,7.51,7.51,,1,B,2020,2020,O=C(NCc1cc(-c2cccnc2)c[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
BIWXFLAZRBTWMI-UHFFFAOYSA-N,IC50,FC(F)(F)c1ccccc1-c1cc2cn[nH]c2cc1Cl,CHEMBL3298922,7.62,7.62,7.62,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
BJGBIUYKSAKORC-FHERZECASA-N,IC50,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cncc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5901326,8.16,8.1,8.22,0.0848528137423864,2,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)nc2)n1,train
BJNUBTRKMKILLA-DEOSSOPVSA-N,IC50,CC(C)n1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3c(F)cccc3o2)cc(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL5836416,7.07,7.07,7.07,,1,B,2020,2020,O=C(NCc1c[nH]c(=O)c(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
BJZUYRRKPINCLY-UHFFFAOYSA-N,IC50,CCCNc1cc(NC(=O)c2cccnc2)cc(C(F)(F)F)c1,CHEMBL3311186,6.03,6.03,6.03,,1,B,2014,2014,O=C(Nc1ccccc1)c1cccnc1,val
BKBDSVDSSWOBTQ-GXTWGEPZSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(C(F)(F)F)cc5)C4)no3)c(=O)c21,CHEMBL5994890,7.435,7.33,7.54,0.1484924240491746,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
BKDSPECIAKYFPT-XJKSGUPXSA-N,IC50,COc1nccc2c(=O)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)cnc12,CHEMBL5787622,6.935,6.85,7.02,0.120208152801713,2,B,2020,2020,O=c1c2ccncc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
BKTFMVDMGYGHGU-UHFFFAOYSA-N,IC50,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ncn1)C1C2CC(CC2F)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL5923850,7.28,7.28,7.28,,1,B,2022,2022,O=C(NCc1cc(-c2cccnc2)ncn1)C1C2CCC(C2)N1S(=O)(=O)c1ccccc1,train
BLKRXSROXNOPPY-GGYDESQDSA-N,IC50,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(F)cc5)C4)c(=O)o3)c(=O)c12,CHEMBL5962477,7.75,7.75,7.75,,1,B,2021,2021,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,train
BMJPYMNIGZKPLS-LBPRGKRZSA-N,IC50,Cc1c(C(N)=O)sc2ncn(Cc3nnn(C[C@H](O)c4cc5ccc(Cl)cc5o4)n3)c(=O)c12,CHEMBL6045448,7.82,7.82,7.82,,1,B,2023,2023,O=c1c2ccsc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,train
BMPXPBSETVIDSP-UHFFFAOYSA-N,IC50,FC(F)c1ccccc1-c1ccc2[nH]ncc2c1,CHEMBL3298243,5.66,5.66,5.66,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
BOBRNSMQJNURJX-JEYLPNPQSA-N,IC50,CC#CCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL5908773,8.7,8.7,8.7,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,train
BOBUEKYDHRZMRK-UHFFFAOYSA-N,IC50,O=C1C2=C(NC(=S)NC2c2ccccc2F)c2ccccc21,CHEMBL1939981,5.68,5.68,5.68,,1,F,2012,2012,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,train
BONDEBJDVZGSIK-UHFFFAOYSA-N,IC50,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3cccc(N4CCC(C(F)(F)F)CC4)n3)n(C)c2=O)no1,CHEMBL5778624,7.58,7.58,7.58,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CCCCC2)n1,train
BOXFETBEAMXCQH-DZGCQCFKSA-N,IC50,Cc1ncn2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL6043326,7.6,7.6,7.6,,1,B,2020,2020,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
BPCZABOCGVZEBN-ZDUSSCGKSA-N,IC50,Cc1cc(-c2cncc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(Cc3ccon3)c(=O)n4C)n2)cnc1C(F)(F)F,CHEMBL5843493,7.89,7.89,7.89,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,train
BPKDWFGRTCABEJ-FQEVSTJZSA-N,IC50,CC(C)N(CC(=O)NC[C@H]1CN(c2ccc(C(F)(F)F)cc2)CCO1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3898574,6.82,6.82,6.82,,1,B,2016,2016,O=C(CNS(=O)(=O)c1ccccc1)NCC1CN(c2ccccc2)CCO1,train
BPKDWFGRTCABEJ-HXUWFJFHSA-N,IC50,CC(C)N(CC(=O)NC[C@@H]1CN(c2ccc(C(F)(F)F)cc2)CCO1)S(=O)(=O)c1ccc(F)cc1,CHEMBL4112565,5.88,5.88,5.88,,1,B,2016,2016,O=C(CNS(=O)(=O)c1ccccc1)NCC1CN(c2ccccc2)CCO1,train
BPKDWFGRTCABEJ-UHFFFAOYSA-N,IC50,CC(C)N(CC(=O)NCC1CN(c2ccc(C(F)(F)F)cc2)CCO1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3899792,6.71,6.71,6.71,,1,B,2016,2016,O=C(CNS(=O)(=O)c1ccccc1)NCC1CN(c2ccccc2)CCO1,train
BPLFISJMISZSMT-GXTWGEPZSA-N,IC50,Cn1c(=O)c2c(ncn2Cc2nc([C@@H]3CO[C@@H](c4ccc(Cl)cc4)C3)no2)n(C)c1=O,CHEMBL5929352,7.265000000000001,7.24,7.29,0.0353553390593275,2,B,2020,2020,O=c1[nH]c(=O)c2c(ncn2Cc2nc(C3COC(c4ccccc4)C3)no2)[nH]1,val
BPSURRHXFTVNPC-AWEZNQCLSA-N,IC50,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N(CC)CC)nc3)n2)n(C)c1=O,CHEMBL5751844,8.52,8.52,8.52,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cncnc2)n1,train
BPWDLGXLIXBTPG-GXTWGEPZSA-N,IC50,Cc1ncn2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL6026981,8.015,7.81,8.22,0.2899137802864849,2,B,2020,2020,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
BRBMIYHOFADQNK-RYRKJORJSA-N,IC50,CCNc1nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c2n1C,CHEMBL5758525,7.404999999999999,7.27,7.54,0.1909188309203685,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
BRNFYDHNQCOLDA-DEOSSOPVSA-N,IC50,CC(C)n1cc(-c2ccc(C(F)(F)F)cc2)cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3c(F)cccc3o2)c1=O,CHEMBL5956606,6.36,6.36,6.36,,1,B,2020,2020,O=C(NCc1cc(-c2ccccc2)c[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
BSJPLCMGLSAERZ-APWZRJJASA-N,IC50,O=C(NCc1cc(-c2cnc(C(F)(F)F)nc2)ccn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5794445,6.39,6.39,6.39,,1,B,2022,2022,O=C(NCc1cc(-c2cncnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,train
BSXZECKVHWDHMU-UHFFFAOYSA-N,IC50,CN(C)c1ccc(CCn2nc(Cn3cnc4ncn(C)c4c3=O)oc2=O)cc1,CHEMBL6029706,6.79,6.79,6.79,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,train
BTGRJSKXOVCJGC-VIZZQPHQSA-N,IC50,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4062110,6.75,6.75,6.75,0.0,2,B,2018,2021,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,train
BTNUNVLIPAOCMM-LAQFHYBYSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ocnc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5867523,7.654999999999999,7.56,7.75,0.1343502884254446,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5ocnc5c4)CC32)no1,val
BUIYVEPGAGPGLB-CTYIDZIISA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](Oc5cccc(C#N)c5)C4)no3)c(=O)c21,CHEMBL5852189,7.09,7.09,7.09,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Oc3ccccc3)C2)no1,train
BUMGTYYOOSBBHW-UHFFFAOYSA-N,IC50,COc1cc2ccnc(Oc3ccc(F)cc3F)c2cc1OC,CHEMBL3297861,6.2,6.2,6.2,,1,B,2014,2014,c1ccc(Oc2nccc3ccccc23)cc1,train
BUQGXZUGSBDOIZ-QFIPXVFZSA-N,IC50,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL6016755,8.14,8.14,8.14,,1,B,2020,2020,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
BUYFCKGCSXZWDP-MNZLEMJZSA-N,IC50,Cc1ccnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5866124,7.41,7.41,7.41,,1,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
BUZFDVGJMBLEGQ-UHFFFAOYSA-N,IC50,CC1(C)CCCC(O)(C(F)(F)F)C1Cc1cccc(F)c1,CHEMBL5408516,6.12,6.12,6.12,,1,B,2023,2023,c1ccc(CC2CCCCC2)cc1,train
BVMBHIKCHPFTIX-HDJSIYSDSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,CHEMBL5093753,6.78,6.78,6.78,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,train
BWJKJXASLSRQNM-HDJSIYSDSA-N,IC50,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@H](c3cccc(Cl)c3)C2)no1,CHEMBL5803349,7.31,7.31,7.31,,1,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,train
BWTWYFLHUIVVNP-WMLDXEAASA-N,IC50,Cc1ccnc2cnn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL5763650,8.155000000000001,8.14,8.17,0.0212132034355953,2,B,2020,2020,O=c1c2cccnc2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
BXAPLRVODFEIFT-AWEZNQCLSA-N,IC50,CN1CCc2c(sc3ncn(Cc4nnn(C[C@H](O)c5ccc(Cl)cc5)n4)c(=O)c23)C1=O,CHEMBL6008415,7.8,7.8,7.8,,1,B,2023,2023,O=C1NCCc2c1sc1ncn(Cc3nnn(CCc4ccccc4)n3)c(=O)c21,train
BXVDTIPLGIPGFG-WCQYABFASA-N,IC50,Cn1cnc2[nH]c(=O)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL6047386,7.07,6.5,7.64,0.8061017305526637,2,B,2020,2020,O=c1[nH]c2nc[nH]c2c(=O)n1Cc1nc(C2COC(c3ccccc3)C2)no1,val
BXWRYHWVMJYQDS-ZDUSSCGKSA-N,IC50,O=C1NCCc2c1sc1ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)cc4)n3)c(=O)c21,CHEMBL5981644,7.96,7.96,7.96,,1,B,2023,2023,O=C1NCCc2c1sc1ncn(Cc3nnn(CCc4ccccc4)n3)c(=O)c21,train
BZFAADKUMJMAMD-QFIPXVFZSA-N,IC50,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL5772812,7.8,7.8,7.8,,1,B,2020,2020,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
BZTMKWCWKFEAKS-UHFFFAOYSA-N,IC50,FC(F)(F)c1ccccc1-c1cc2cn[nH]c2cc1OCC1CC1,CHEMBL3299022,7.58,7.58,7.58,,1,B,2014,2014,c1ccc(-c2cc3cn[nH]c3cc2OCC2CC2)cc1,val
CANXPAGDHYDXAS-IYARVYRRSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc6ccccc6c5)C4)c(=O)o3)c(=O)c21,CHEMBL5952845,7.75,7.75,7.75,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccc4ccccc4c3)C2)c(=O)o1,val
CAURCPOFUZVLHO-FRQCXROJSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7c(cnn7C)c6)C[C@H]54)no3)c(=O)c21,CHEMBL5909466,7.695,7.54,7.85,0.2192031021678291,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5[nH]ncc5c4)CC32)no1,train
CBEQYPJASLPYCV-SVIJTADQSA-N,IC50,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ccn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4104134,6.95,6.95,6.95,,1,B,2018,2018,O=C(NCc1cc(-c2cncnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,train
CBSZTXHMDYXAMD-UHFFFAOYSA-N,IC50,COCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)n1,CHEMBL3314484,6.01,6.01,6.01,,1,B,2014,2014,O=C1C2=C(NC(=S)NC2c2ccccn2)c2ccccc21,val
CBZINAVQQWCRAE-ZDUSSCGKSA-N,IC50,Cc1c(C(=O)NCC(F)F)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,CHEMBL4859608,7.82,7.82,7.82,0.0,2,B,2021,2021,O=c1c2ccsc2ncn1Cc1nc(CCc2ccccc2)no1,train
CCDZVVJMCCIMJK-NRFANRHFSA-N,IC50,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CC(F)(F)CN2S(=O)(=O)c2cc3cc(F)ccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL6011479,7.34,7.34,7.34,,1,B,2020,2020,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
CCKDABRNCXXPNF-VXGBXAGGSA-N,IC50,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccccc1,CHEMBL5426246,6.37,6.37,6.37,,1,B,2023,2023,c1ccc(NC2CCCCC2)cc1,train
CCUITVGIDVPEJI-UHFFFAOYSA-N,IC50,CCc1sc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3894956,7.78,7.78,7.78,,1,B,2015,2015,O=C(Cc1csc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
CCUWLJJJTXPUCI-HIFPTAJRSA-N,IC50,C[C@@H](C(=O)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,CHEMBL5829683,7.02,7.02,7.02,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1,train
CDIBRYDRWDNHKR-OFNKIYASSA-N,IC50,O=C(NCc1cc(-c2ccc(C(F)(F)F)cc2)ccc1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5960015,8.3,8.3,8.3,,1,B,2022,2022,O=C(NCc1cccc(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,val
CDLPZSXOJZPUNZ-JOCHJYFZSA-N,IC50,N#C[C@@]1(C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6062166,6.06,6.06,6.06,,1,B,2022,2022,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,train
CEDDKVSCQBMJRG-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3ccn(-c4cccc(C(F)(F)F)c4)n3)cccc2n(C)c1=O,CHEMBL3935604,7.23,7.23,7.23,,1,B,2015,2015,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1ccn(-c2ccccc2)n1,train
CEHXVBLLORENHV-LAQFHYBYSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncsc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5949303,7.6,7.2,8.0,0.5656854249492382,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5ncsc5c4)CC32)no1,val
CENSBZQZRLLDCL-JOCQHMNTSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)no3)c(=O)c21,CHEMBL5956832,6.85,6.85,6.85,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,train
CEOUAXRSPKQSPT-LBPRGKRZSA-N,IC50,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,CHEMBL5898991,8.4,8.4,8.4,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1ccnc(-c2cccnc2)n1,val
CERUYKDYVULSDG-SJORKVTESA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5931223,7.38,7.38,7.38,0.0,2,B,2020,2020,O=C(NCc1cnn(-c2cccnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,train
CERUYKDYVULSDG-UHFFFAOYSA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)C1CCC1S(=O)(=O)c1ccc(F)cc1,CHEMBL5788146,6.88,6.72,7.04,0.2262741699796954,2,B,2020,2020,O=C(NCc1cnn(-c2cccnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,train
CGKGVIMZSQQQKI-MNZLEMJZSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc7ccccc7cn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5956030,7.065,7.04,7.09,0.0353553390593275,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cc5ccccc5cn4)CC32)no1,val
CHJNLJDLILUZCU-WMLDXEAASA-N,IC50,Cc1cncc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL5746517,8.445,7.97,8.92,0.6717514421272199,2,B,2020,2020,O=c1c2ccncc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
CHTXUMBCIKLCKW-GXTWGEPZSA-N,IC50,Cc1n[nH]c2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL6003728,8.09,7.95,8.23,0.1979898987322338,2,B,2020,2020,O=c1c2cn[nH]c2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
CIACKZWBHIJWSD-UHFFFAOYSA-N,IC50,FC(F)(F)c1ccccc1-c1cc2cn[nH]c2cc1C1CC1,CHEMBL3298926,7.21,7.21,7.21,,1,B,2014,2014,c1ccc(-c2cc3cn[nH]c3cc2C2CC2)cc1,val
CIKWLRYNURTNGX-AWEZNQCLSA-N,IC50,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CHEMBL5749102,8.1,8.1,8.1,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,train
CISHPMUQLTYQDL-UHFFFAOYSA-N,IC50,CC(C)(C)c1ccccc1-c1ccc2[nH]ncc2c1,CHEMBL3298241,5.47,5.47,5.47,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
CIYDGMDZVSRZAF-RRFJBIMHSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@@H]4C[C@@H](F)[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL6051649,7.36,7.36,7.36,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,train
CJIFGBJDSODVOU-JTQLQIEISA-N,IC50,C[C@@H](C(=O)Nc1csc(-c2ccc(Cl)c(Cl)c2)n1)n1cnc2c1c(=O)n(CC#N)c(=O)n2C,CHEMBL5794855,9.0,9.0,9.0,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccccc2)n1,train
CKQMTXLABQTGQB-DHZHZOJOSA-N,IC50,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1,CHEMBL1079664,4.91,4.9,4.92,0.0141421356237306,2,B,2019,2019,O=C(C=Cc1ccccc1)Nc1ccccc1,train
